1.4369673e+01 2.3003380e+02      
1.4604413e+01 2.2722262e+02      
1.5319406e+01 2.2458098e+02      
1.6181169e+01 2.2212379e+02      
1.6557700e+01 2.1971947e+02      
1.5721284e+01 2.1711719e+02      
1.4389862e+01 2.1468702e+02      
1.3174505e+01 2.1266910e+02      
1.2380775e+01 2.1114886e+02      
1.2147243e+01 2.1016426e+02      
1.2509966e+01 2.0973125e+02      
1.3454532e+01 2.0985183e+02      
1.4944307e+01 2.1051395e+02      
1.6925379e+01 2.1168640e+02      
1.9306174e+01 2.1330549e+02      
2.1916981e+01 2.1525120e+02      
2.4546900e+01 2.1736243e+02      
2.7106297e+01 2.1952039e+02      
2.9701362e+01 2.2168741e+02      
3.2559406e+01 2.2387504e+02      
4.3907998e+01 2.1890839e+02      
4.4969963e+01 2.1602069e+02      
4.6800254e+01 2.1336751e+02      
4.9000344e+01 2.1101070e+02      
5.0575457e+01 2.0880112e+02      
4.8846791e+01 2.0556033e+02      
4.6504713e+01 2.0261364e+02      
4.4512173e+01 2.0021859e+02      
4.3228759e+01 1.9841578e+02      
4.2726554e+01 1.9720984e+02      
4.2962743e+01 1.9660393e+02      
4.3868019e+01 1.9659957e+02      
4.5382238e+01 1.9719184e+02      
4.7459794e+01 1.9836499e+02      
5.0043313e+01 2.0008250e+02      
5.2893917e+01 2.0219948e+02      
5.5445759e+01 2.0436956e+02      
5.7503820e+01 2.0641804e+02      
5.9279016e+01 2.0834132e+02      
6.1370784e+01 2.1032084e+02      
7.1860812e+01 2.0419266e+02      
7.3819996e+01 2.0117138e+02      
7.7032109e+01 1.9845160e+02      
8.0869258e+01 1.9610328e+02      
8.2387621e+01 1.9337408e+02      
8.1017213e+01 1.9015259e+02      
7.7396820e+01 1.8675430e+02      
7.4401192e+01 1.8401413e+02      
7.2596958e+01 1.8195398e+02      
7.1891969e+01 1.8054240e+02      
7.2071890e+01 1.7977067e+02      
7.2984415e+01 1.7964566e+02      
7.4541786e+01 1.8017378e+02      
7.6724241e+01 1.8135879e+02      
7.9600000e+01 1.8322878e+02      
8.3102780e+01 1.8575715e+02      
8.5634714e+01 1.8806942e+02      
8.7039901e+01 1.9003695e+02      
8.7474803e+01 1.9157791e+02      
8.8625946e+01 1.9339048e+02      
9.7483271e+01 1.8610641e+02      
1.0008192e+02 1.8283043e+02      
1.0459612e+02 1.7985911e+02      
1.0839018e+02 1.7682223e+02      
1.0996917e+02 1.7363581e+02      
1.0887670e+02 1.7036002e+02      
1.0564072e+02 1.6714278e+02      
1.0176207e+02 1.6422090e+02      
9.9726943e+01 1.6197762e+02      
9.9050986e+01 1.6038814e+02      
9.9322586e+01 1.5945295e+02      
1.0031626e+02 1.5920213e+02      
1.0191347e+02 1.5965754e+02      
1.0411133e+02 1.6082161e+02      
1.0703503e+02 1.6271018e+02      
1.1061039e+02 1.6525204e+02      
1.1291367e+02 1.6764873e+02      
1.1374127e+02 1.6972201e+02      
1.1332361e+02 1.7140402e+02      
1.1370163e+02 1.7329865e+02      
1.2019146e+02 1.6496728e+02      
1.2259334e+02 1.6125164e+02      
1.2624054e+02 1.5761501e+02      
1.3048983e+02 1.5398034e+02      
1.3238436e+02 1.5038260e+02      
1.3136039e+02 1.4702541e+02      
1.2807461e+02 1.4392658e+02      
1.2542808e+02 1.4112519e+02      
1.2400974e+02 1.3880566e+02      
1.2372264e+02 1.3705265e+02      
1.2430059e+02 1.3593268e+02      
1.2548233e+02 1.3553512e+02      
1.2709540e+02 1.3591489e+02      
1.2916216e+02 1.3703362e+02      
1.3178810e+02 1.3883704e+02      
1.3487356e+02 1.4122260e+02      
1.3667503e+02 1.4368294e+02      
1.3705133e+02 1.4603540e+02      
1.3623160e+02 1.4817731e+02      
1.3610053e+02 1.5039405e+02      
1.3980203e+02 1.4120754e+02      
1.4175296e+02 1.3699950e+02      
1.4446327e+02 1.3277845e+02      
1.4749787e+02 1.2860047e+02      
1.4982443e+02 1.2455616e+02      
1.4875992e+02 1.2116639e+02      
1.4704481e+02 1.1806800e+02      
1.4571875e+02 1.1528387e+02      
1.4520271e+02 1.1287922e+02      
1.4557791e+02 1.1092695e+02      
1.4672077e+02 1.0954251e+02      
1.4828758e+02 1.0892699e+02      
1.4982053e+02 1.0929029e+02      
1.5162869e+02 1.1040586e+02      
1.5375412e+02 1.1211364e+02      
1.5574213e+02 1.1434138e+02      
1.5682251e+02 1.1691824e+02      
1.5678410e+02 1.1967687e+02      
1.5603553e+02 1.2246126e+02      
1.5552171e+02 1.2516098e+02      
1.5629796e+02 1.1531318e+02      
1.5787466e+02 1.1059062e+02      
1.5993885e+02 1.0579774e+02      
1.6209033e+02 1.0111428e+02      
1.6359308e+02 9.6814713e+01      
1.6367075e+02 9.3166997e+01      
1.6316211e+02 9.0031261e+01      
1.6285325e+02 8.7243063e+01      
1.6318108e+02 8.4726833e+01      
1.6434381e+02 8.2494484e+01      
1.6629881e+02 8.0695792e+01      
1.6862765e+02 7.9689093e+01      
1.6977699e+02 8.0241075e+01      
1.7131267e+02 8.1465980e+01      
1.7331645e+02 8.3061427e+01      
1.7483082e+02 8.5245838e+01      
1.7528459e+02 8.8043254e+01      
1.7452801e+02 9.1340017e+01      
1.7296764e+02 9.4881561e+01      
1.7175006e+02 9.8175733e+01      
1.6962270e+02 8.7800282e+01      
1.7098235e+02 8.2513744e+01      
1.7275813e+02 7.7050574e+01      
1.7461976e+02 7.1682046e+01      
1.7601347e+02 6.6891032e+01      
1.7642833e+02 6.3214989e+01      
1.7645876e+02 6.0237958e+01      
1.7674137e+02 5.7566909e+01      
1.7771596e+02 5.4973049e+01      
